time,eciPosX,eciPosY,eciPosZ,periPosP,periPosQ,periPosW
26.00,5748945.51,3521981.55,621020.37,6766889.76,222705.84,581083.90
26.50,5746743.53,3525506.41,621641.90,6766772.40,226906.54,580974.72
27.00,5744539.71,3529030.14,622263.23,6766652.88,231107.16,580865.35
27.50,5742334.04,3532552.73,622884.36,6766531.18,235307.72,580755.80
28.00,5740126.53,3536074.19,623505.29,6766407.31,239508.19,580646.06
28.50,5737917.17,3539594.51,624126.01,6766281.27,243708.59,580536.13
29.00,5735705.98,3543113.70,624746.54,6766153.06,247908.91,580426.02
29.50,5733492.94,3546631.75,625366.87,6766022.67,252109.15,580315.72
30.00,5731278.06,3550148.66,625987.00,6765890.11,256309.31,580205.23
30.50,5729061.35,3553664.44,626606.92,6765755.38,260509.39,580094.56
31.00,5726842.79,3557179.07,627226.65,6765618.48,264709.38,579983.70
31.50,5724622.40,3560692.56,627846.17,6765479.41,268909.29,579872.66
32.00,5722400.16,3564204.91,628465.49,6765338.17,273109.11,579761.43
32.50,5720176.10,3567716.11,629084.61,6765194.75,277308.85,579650.01
33.00,5717950.19,3571226.17,629703.53,6765049.17,281508.49,579538.41
33.50,5715722.45,3574735.08,630322.24,6764901.41,285708.05,579426.62
34.00,5713492.88,3578242.85,630940.76,6764751.48,289907.51,579314.65
34.50,5711261.47,3581749.46,631559.07,6764599.38,294106.88,579202.48
35.00,5709028.23,3585254.93,632177.18,6764445.11,298306.16,579090.14
35.50,5706793.16,3588759.25,632795.08,6764288.67,302505.34,578977.61
36.00,5704556.25,3592262.41,633412.79,6764130.06,306704.42,578864.89
36.50,5702317.52,3595764.43,634030.28,6763969.28,310903.41,578751.98
37.00,5700076.95,3599265.28,634647.58,6763806.32,315102.29,578638.90
37.50,5697834.56,3602764.99,635264.67,6763641.20,319301.08,578525.62
38.00,5695590.34,3606263.53,635881.56,6763473.90,323499.76,578412.16
38.50,5693344.29,3609760.92,636498.24,6763304.44,327698.34,578298.51
39.00,5691096.41,3613257.15,637114.72,6763132.80,331896.81,578184.68
39.50,5688846.70,3616752.23,637731.00,6762958.99,336095.18,578070.66
40.00,5686595.17,3620246.14,638347.07,6762783.02,340293.44,577956.46
40.50,5684341.82,3623738.89,638962.94,6762604.87,344491.59,577842.07
41.00,5682086.64,3627230.47,639578.60,6762424.55,348689.62,577727.50
41.50,5679829.64,3630720.90,640194.05,6762242.07,352887.55,577612.74
42.00,5677570.82,3634210.15,640809.30,6762057.41,357085.36,577497.79
42.50,5675310.17,3637698.24,641424.35,6761870.58,361283.06,577382.66
43.00,5673047.70,3641185.17,642039.19,6761681.59,365480.65,577267.35
43.50,5670783.42,3644670.92,642653.82,6761490.42,369678.11,577151.85
44.00,5668517.31,3648155.51,643268.25,6761297.09,373875.46,577036.16
44.50,5666249.39,3651638.93,643882.47,6761101.58,378072.69,576920.29
45.00,5663979.64,3655121.17,644496.48,6760903.91,382269.79,576804.24
45.50,5661708.08,3658602.24,645110.29,6760704.07,386466.78,576687.99
46.00,5659434.71,3662082.14,645723.89,6760502.06,390663.64,576571.57
46.50,5657159.51,3665560.86,646337.28,6760297.88,394860.37,576454.96
47.00,5654882.51,3669038.41,646950.47,6760091.53,399056.98,576338.16
47.50,5652603.68,3672514.78,647563.44,6759883.01,403253.46,576221.18
48.00,5650323.05,3675989.97,648176.21,6759672.32,407449.81,576104.01
48.50,5648040.60,3679463.98,648788.78,6759459.47,411646.02,575986.66
49.00,5645756.34,3682936.82,649401.13,6759244.44,415842.11,575869.13
49.50,5643470.27,3686408.47,650013.27,6759027.25,420038.07,575751.41
50.00,5641182.39,3689878.94,650625.21,6758807.89,424233.88,575633.50
50.50,5638892.70,3693348.22,651236.94,6758586.36,428429.57,575515.42
51.00,5636601.20,3696816.32,651848.46,6758362.66,432625.11,575397.14
51.50,5634307.89,3700283.23,652459.77,6758136.80,436820.52,575278.68
52.00,5632012.78,3703748.96,653070.87,6757908.77,441015.79,575160.04
52.50,5629715.85,3707213.50,653681.76,6757678.57,445210.91,575041.21
53.00,5627417.13,3710676.85,654292.45,6757446.20,449405.89,574922.20
53.50,5625116.60,3714139.01,654902.92,6757211.67,453600.73,574803.00
54.00,5622814.26,3717599.98,655513.18,6756974.96,457795.42,574683.62
54.50,5620510.12,3721059.75,656123.23,6756736.10,461989.97,574564.06
55.00,5618204.18,3724518.34,656733.07,6756495.06,466184.37,574444.31
55.50,5615896.43,3727975.72,657342.70,6756251.86,470378.62,574324.38
56.00,5613586.89,3731431.92,657952.12,6756006.49,474572.71,574204.26
56.50,5611275.54,3734886.91,658561.33,6755758.95,478766.66,574083.96
57.00,5608962.40,3738340.71,659170.33,6755509.25,482960.45,573963.47
57.50,5606647.45,3741793.31,659779.12,6755257.38,487154.09,573842.80
58.00,5604330.71,3745244.71,660387.69,6755003.34,491347.57,573721.95
58.50,5602012.17,3748694.91,660996.05,6754747.14,495540.89,573600.91
59.00,5599691.84,3752143.90,661604.21,6754488.77,499734.05,573479.69
59.50,5597369.71,3755591.70,662212.14,6754228.24,503927.06,573358.28
60.00,5595045.78,3759038.29,662819.87,6753965.54,508119.90,573236.69
60.50,5592720.06,3762483.67,663427.39,6753700.67,512312.58,573114.92
61.00,5590392.55,3765927.85,664034.69,6753433.64,516505.09,572992.96
61.50,5588063.24,3769370.82,664641.78,6753164.44,520697.44,572870.82
62.00,5585732.15,3772812.58,665248.65,6752893.08,524889.63,572748.49
62.50,5583399.26,3776253.13,665855.31,6752619.56,529081.64,572625.98
63.00,5581064.58,3779692.47,666461.76,6752343.86,533273.49,572503.29
63.50,5578728.11,3783130.60,667068.00,6752066.01,537465.16,572380.42
64.00,5576389.86,3786567.51,667674.02,6751785.99,541656.66,572257.36
64.50,5574049.81,3790003.22,668279.82,6751503.80,545847.99,572134.12
65.00,5571707.98,3793437.70,668885.42,6751219.45,550039.14,572010.69
65.50,5569364.36,3796870.97,669490.80,6750932.94,554230.12,571887.08
66.00,5567018.96,3800303.03,670095.96,6750644.26,558420.92,571763.29
66.50,5564671.78,3803733.86,670700.91,6750353.42,562611.53,571639.31
67.00,5562322.81,3807163.48,671305.64,6750060.41,566801.97,571515.15
67.50,5559972.05,3810591.88,671910.16,6749765.24,570992.23,571390.81
68.00,5557619.52,3814019.05,672514.46,6749467.91,575182.31,571266.29
68.50,5555265.20,3817445.00,673118.55,6749168.41,579372.20,571141.58
69.00,5552909.10,3820869.73,673722.42,6748866.75,583561.90,571016.68
69.50,5550551.23,3824293.24,674326.08,6748562.93,587751.42,570891.61
70.00,5548191.57,3827715.51,674929.52,6748256.94,591940.75,570766.35
70.50,5545830.14,3831136.57,675532.74,6747948.79,596129.89,570640.91
71.00,5543466.92,3834556.39,676135.75,6747638.48,600318.84,570515.29
71.50,5541101.94,3837974.98,676738.54,6747326.01,604507.59,570389.48
72.00,5538735.17,3841392.35,677341.11,6747011.37,608696.15,570263.49
72.50,5536366.63,3844808.48,677943.47,6746694.58,612884.52,570137.32
73.00,5533996.32,3848223.39,678545.61,6746375.62,617072.69,570010.97
73.50,5531624.23,3851637.05,679147.53,6746054.49,621260.66,569884.43
74.00,5529250.38,3855049.49,679749.24,6745731.21,625448.44,569757.71
74.50,5526874.75,3858460.69,680350.72,6745405.77,629636.01,569630.81
75.00,5524497.35,3861870.65,680951.99,6745078.16,633823.38,569503.72
75.50,5522118.17,3865279.38,681553.04,6744748.39,638010.55,569376.46
76.00,5519737.23,3868686.87,682153.87,6744416.46,642197.52,569249.01
76.50,5517354.53,3872093.11,682754.49,6744082.38,646384.28,569121.37
77.00,5514970.05,3875498.12,683354.88,6743746.13,650570.83,568993.56
77.50,5512583.81,3878901.89,683955.06,6743407.72,654757.17,568865.56
78.00,5510195.80,3882304.41,684555.01,6743067.15,658943.30,568737.38
78.50,5507806.02,3885705.69,685154.75,6742724.42,663129.23,568609.02
79.00,5505414.48,3889105.72,685754.27,6742379.53,667314.94,568480.48
79.50,5503021.18,3892504.51,686353.57,6742032.48,671500.43,568351.76
80.00,5500626.12,3895902.06,686952.65,6741683.27,675685.71,568222.85
80.50,5498229.29,3899298.35,687551.51,6741331.90,679870.78,568093.76
81.00,5495830.70,3902693.40,688150.14,6740978.37,684055.62,567964.49
81.50,5493430.35,3906087.19,688748.56,6740622.68,688240.25,567835.03
82.00,5491028.25,3909479.74,689346.76,6740264.84,692424.66,567705.40
82.50,5488624.38,3912871.03,689944.73,6739904.83,696608.84,567575.58
83.00,5486218.76,3916261.07,690542.49,6739542.67,700792.81,567445.58
83.50,5483811.38,3919649.85,691140.02,6739178.35,704976.54,567315.40
84.00,5481402.24,3923037.38,691737.34,6738811.87,709160.06,567185.04
84.50,5478991.35,3926423.66,692334.43,6738443.23,713343.34,567054.50
85.00,5476578.70,3929808.67,692931.30,6738072.43,717526.40,566923.77
85.50,5474164.30,3933192.43,693527.95,6737699.48,721709.23,566792.86
86.00,5471748.15,3936574.93,694124.37,6737324.37,725891.82,566661.78
86.50,5469330.24,3939956.17,694720.58,6736947.10,730074.19,566530.51
87.00,5466910.59,3943336.14,695316.56,6736567.68,734256.31,566399.06
87.50,5464489.18,3946714.86,695912.31,6736186.10,738438.21,566267.42
88.00,5462066.02,3950092.31,696507.85,6735802.36,742619.87,566135.61
88.50,5459641.12,3953468.50,697103.16,6735416.46,746801.29,566003.61
89.00,5457214.47,3956843.42,697698.25,6735028.41,750982.47,565871.44
89.50,5454786.07,3960217.07,698293.12,6734638.21,755163.41,565739.08
90.00,5452355.92,3963589.46,698887.76,6734245.84,759344.11,565606.54
90.50,5449924.03,3966960.57,699482.18,6733851.33,763524.57,565473.82
91.00,5447490.40,3970330.42,700076.38,6733454.65,767704.78,565340.92
91.50,5445055.02,3973699.00,700670.35,6733055.82,771884.74,565207.84
92.00,5442617.90,3977066.30,701264.09,6732654.84,776064.46,565074.58
92.50,5440179.03,3980432.33,701857.62,6732251.70,780243.93,564941.13
93.00,5437738.43,3983797.09,702450.91,6731846.41,784423.15,564807.51
93.50,5435296.08,3987160.58,703043.99,6731438.96,788602.12,564673.71
94.00,5432852.00,3990522.78,703636.83,6731029.36,792780.84,564539.72
94.50,5430406.18,3993883.71,704229.46,6730617.60,796959.31,564405.55
95.00,5427958.62,3997243.36,704821.85,6730203.69,801137.51,564271.21
95.50,5425509.32,4000601.74,705414.03,6729787.63,805315.47,564136.68
96.00,5423058.28,4003958.83,706005.97,6729369.42,809493.16,564001.97
96.50,5420605.52,4007314.64,706597.69,6728949.05,813670.60,563867.08
97.00,5418151.01,4010669.17,707189.19,6728526.52,817847.77,563732.02
97.50,5415694.78,4014022.42,707780.45,6728101.85,822024.69,563596.77
98.00,5413236.81,4017374.38,708371.50,6727675.02,826201.34,563461.34
98.50,5410777.11,4020725.06,708962.31,6727246.04,830377.72,563325.73
99.00,5408315.68,4024074.45,709552.90,6726814.91,834553.84,563189.94
99.50,5405852.51,4027422.55,710143.26,6726381.62,838729.70,563053.97
100.00,5403387.62,4030769.37,710733.39,6725946.19,842905.28,562917.82
100.50,5400921.00,4034114.89,711323.30,6725508.60,847080.60,562781.49
101.00,5398452.66,4037459.13,711912.98,6725068.86,851255.64,562644.98
101.50,5395982.58,4040802.07,712502.43,6724626.98,855430.42,562508.29
102.00,5393510.78,4044143.73,713091.65,6724182.94,859604.92,562371.42
102.50,5391037.26,4047484.09,713680.65,6723736.75,863779.14,562234.37
103.00,5388562.01,4050823.15,714269.42,6723288.40,867953.09,562097.14
103.50,5386085.04,4054160.92,714857.95,6722837.91,872126.76,561959.73
104.00,5383606.35,4057497.39,715446.26,6722385.27,876300.15,561822.14
104.50,5381125.93,4060832.57,716034.35,6721930.48,880473.26,561684.37
105.00,5378643.79,4064166.44,716622.20,6721473.54,884646.09,561546.42
105.50,5376159.94,4067499.02,717209.82,6721014.46,888818.64,561408.29
106.00,5373674.36,4070830.30,717797.22,6720553.22,892990.90,561269.99
106.50,5371187.07,4074160.27,718384.38,6720089.83,897162.88,561131.50
107.00,5368698.06,4077488.94,718971.31,6719624.30,901334.57,560992.83
107.50,5366207.33,4080816.31,719558.02,6719156.61,905505.97,560853.99
108.00,5363714.89,4084142.38,720144.49,6718686.78,909677.08,560714.96
108.50,5361220.74,4087467.14,720730.74,6718214.80,913847.91,560575.76
109.00,5358724.87,4090790.59,721316.75,6717740.68,918018.44,560436.37
109.50,5356227.28,4094112.73,721902.54,6717264.41,922188.67,560296.81
110.00,5353727.99,4097433.57,722488.09,6716785.99,926358.61,560157.07
110.50,5351226.98,4100753.09,723073.41,6716305.42,930528.26,560017.15
111.00,5348724.27,4104071.31,723658.50,6715822.71,934697.61,559877.05
111.50,5346219.84,4107388.21,724243.36,6715337.85,938866.66,559736.77
112.00,5343713.71,4110703.81,724827.99,6714850.84,943035.41,559596.31
112.50,5341205.86,4114018.08,725412.39,6714361.69,947203.86,559455.68
113.00,5338696.32,4117331.05,725996.55,6713870.39,951372.00,559314.86
113.50,5336185.06,4120642.70,726580.49,6713376.95,955539.84,559173.87
114.00,5333672.10,4123953.03,727164.19,6712881.36,959707.38,559032.70
114.50,5331157.44,4127262.04,727747.65,6712383.63,963874.61,558891.35
115.00,5328641.07,4130569.74,728330.89,6711883.75,968041.53,558749.82
115.50,5326123.00,4133876.11,728913.89,6711381.73,972208.14,558608.11
116.00,5323603.23,4137181.17,729496.66,6710877.57,976374.44,558466.22
116.50,5321081.76,4140484.90,730079.20,6710371.26,980540.43,558324.16
117.00,5318558.59,4143787.31,730661.51,6709862.81,984706.11,558181.91
117.50,5316033.72,4147088.40,731243.58,6709352.21,988871.47,558039.49
118.00,5313507.15,4150388.16,731825.41,6708839.47,993036.52,557896.89
118.50,5310978.89,4153686.60,732407.02,6708324.59,997201.25,557754.11
119.00,5308448.93,4156983.71,732988.39,6707807.57,1001365.66,557611.16
119.50,5305917.27,4160279.49,733569.52,6707288.40,1005529.75,557468.02
120.00,5303383.92,4163573.94,734150.42,6706767.09,1009693.52,557324.71
120.50,5300848.88,4166867.07,734731.09,6706243.64,1013856.97,557181.22
121.00,5298312.14,4170158.86,735311.52,6705718.05,1018020.09,557037.55
121.50,5295773.71,4173449.32,735891.72,6705190.32,1022182.89,556893.71
122.00,5293233.59,4176738.45,736471.68,6704660.45,1026345.36,556749.68
122.50,5290691.78,4180026.25,737051.41,6704128.43,1030507.50,556605.48
123.00,5288148.28,4183312.71,737630.90,6703594.28,1034669.32,556461.10
123.50,5285603.10,4186597.84,738210.16,6703057.99,1038830.80,556316.55
124.00,5283056.22,4189881.63,738789.18,6702519.55,1042991.96,556171.81
124.50,5280507.66,4193164.08,739367.96,6701978.98,1047152.78,556026.90
125.00,5277957.42,4196445.20,739946.51,6701436.27,1051313.26,555881.81
125.50,5275405.49,4199724.97,740524.82,6700891.41,1055473.42,555736.54
126.00,5272851.87,4203003.41,741102.90,6700344.42,1059633.23,555591.10
126.50,5270296.57,4206280.50,741680.74,6699795.30,1063792.70,555445.48
127.00,5267739.59,4209556.25,742258.34,6699244.03,1067951.84,555299.68
127.50,5265180.93,4212830.66,742835.71,6698690.62,1072110.64,555153.70
128.00,5262620.59,4216103.72,743412.84,6698135.08,1076269.09,555007.55
128.50,5260058.57,4219375.44,743989.73,6697577.40,1080427.20,554861.22
129.00,5257494.88,4222645.81,744566.39,6697017.59,1084584.96,554714.71
129.50,5254929.50,4225914.83,745142.80,6696455.63,1088742.38,554568.03
130.00,5252362.45,4229182.51,745718.98,6695891.54,1092899.46,554421.17
130.50,5249793.72,4232448.83,746294.92,6695325.32,1097056.18,554274.13
131.00,5247223.32,4235713.81,746870.63,6694756.95,1101212.55,554126.91
131.50,5244651.24,4238977.43,747446.09,6694186.46,1105368.57,553979.52
132.00,5242077.49,4242239.71,748021.32,6693613.82,1109524.24,553831.95
132.50,5239502.07,4245500.63,748596.31,6693039.06,1113679.56,553684.21
133.00,5236924.98,4248760.19,749171.06,6692462.15,1117834.52,553536.29
133.50,5234346.22,4252018.40,749745.57,6691883.12,1121989.12,553388.19
134.00,5231765.79,4255275.26,750319.84,6691301.95,1126143.37,553239.91
134.50,5229183.69,4258530.75,750893.87,6690718.64,1130297.25,553091.46
135.00,5226599.92,4261784.89,751467.66,6690133.20,1134450.78,552942.83
135.50,5224014.48,4265037.67,752041.22,6689545.63,1138603.94,552794.03
136.00,5221427.38,4268289.10,752614.53,6688955.93,1142756.75,552645.05
136.50,5218838.62,4271539.16,753187.60,6688364.09,1146909.18,552495.89
137.00,5216248.19,4274787.85,753760.44,6687770.12,1151061.25,552346.56
137.50,5213656.10,4278035.19,754333.03,6687174.02,1155212.96,552197.05
138.00,5211062.35,4281281.16,754905.38,6686575.78,1159364.29,552047.37
138.50,5208466.93,4284525.77,755477.49,6685975.42,1163515.26,551897.51
139.00,5205869.86,4287769.01,756049.36,6685372.92,1167665.86,551747.47
139.50,5203271.12,4291010.88,756620.99,6684768.29,1171816.08,551597.26
140.00,5200670.73,4294251.39,757192.38,6684161.54,1175965.93,551446.87
140.50,5198068.68,4297490.53,757763.53,6683552.65,1180115.41,551296.31
141.00,5195464.97,4300728.30,758334.44,6682941.63,1184264.51,551145.57
141.50,5192859.61,4303964.69,758905.10,6682328.48,1188413.23,550994.65
142.00,5190252.59,4307199.72,759475.52,6681713.21,1192561.57,550843.56
142.50,5187643.92,4310433.37,760045.70,6681095.80,1196709.53,550692.29
143.00,5185033.60,4313665.66,760615.64,6680476.27,1200857.12,550540.85
143.50,5182421.62,4316896.56,761185.34,6679854.60,1205004.31,550389.24
144.00,5179808.00,4320126.09,761754.79,6679230.81,1209151.13,550237.44
144.50,5177192.72,4323354.25,762324.00,6678604.89,1213297.56,550085.48
145.00,5174575.79,4326581.03,762892.97,6677976.85,1217443.60,549933.33
145.50,5171957.22,4329806.43,763461.69,6677346.67,1221589.26,549781.01
146.00,5169337.00,4333030.45,764030.18,6676714.37,1225734.53,549628.52
146.50,5166715.13,4336253.09,764598.41,6676079.95,1229879.40,549475.85
147.00,5164091.62,4339474.35,765166.41,6675443.40,1234023.89,549323.01
147.50,5161466.46,4342694.22,765734.16,6674804.72,1238167.98,549169.99
148.00,5158839.66,4345912.72,766301.67,6674163.91,1242311.68,549016.80
148.50,5156211.22,4349129.83,766868.93,6673520.98,1246454.98,548863.43
149.00,5153581.13,4352345.56,767435.95,6672875.93,1250597.88,548709.89
149.50,5150949.40,4355559.90,768002.73,6672228.75,1254740.39,548556.17
150.00,5148316.04,4358772.85,768569.26,6671579.45,1258882.50,548402.28
150.50,5145681.03,4361984.42,769135.54,6670928.02,1263024.20,548248.21
151.00,5143044.39,4365194.59,769701.58,6670274.47,1267165.51,548093.97
151.50,5140406.11,4368403.38,770267.38,6669618.80,1271306.41,547939.55
152.00,5137766.19,4371610.78,770832.93,6668961.00,1275446.91,547784.96
152.50,5135124.64,4374816.79,771398.24,6668301.08,1279587.00,547630.20
153.00,5132481.45,4378021.40,771963.30,6667639.04,1283726.68,547475.26
153.50,5129836.63,4381224.62,772528.11,6666974.88,1287865.96,547320.15
154.00,5127190.18,4384426.45,773092.68,6666308.59,1292004.82,547164.86
154.50,5124542.10,4387626.88,773657.00,6665640.19,1296143.27,547009.40
155.00,5121892.38,4390825.91,774221.08,6664969.66,1300281.32,546853.76
155.50,5119241.04,4394023.55,774784.91,6664297.01,1304418.94,546697.96
156.00,5116588.07,4397219.79,775348.49,6663622.25,1308556.16,546541.97
156.50,5113933.47,4400414.64,775911.83,6662945.36,1312692.95,546385.82
157.00,5111277.24,4403608.08,776474.92,6662266.35,1316829.33,546229.48
157.50,5108619.39,4406800.12,777037.76,6661585.22,1320965.29,546072.98
158.00,5105959.91,4409990.76,777600.36,6660901.98,1325100.83,545916.30
158.50,5103298.81,4413179.99,778162.70,6660216.62,1329235.95,545759.45
159.00,5100636.08,4416367.83,778724.80,6659529.13,1333370.65,545602.42
159.50,5097971.74,4419554.26,779286.66,6658839.53,1337504.92,545445.23
160.00,5095305.77,4422739.28,779848.26,6658147.82,1341638.76,545287.85
160.50,5092638.18,4425922.90,780409.62,6657453.98,1345772.18,545130.31
161.00,5089968.97,4429105.11,780970.73,6656758.03,1349905.18,544972.59
161.50,5087298.15,4432285.91,781531.59,6656059.96,1354037.74,544814.70
162.00,5084625.71,4435465.30,782092.20,6655359.78,1358169.87,544656.63
162.50,5081951.65,4438643.28,782652.57,6654657.48,1362301.57,544498.39
163.00,5079275.97,4441819.85,783212.68,6653953.07,1366432.84,544339.98
163.50,5076598.68,4444995.01,783772.55,6653246.54,1370563.67,544181.39
164.00,5073919.78,4448168.76,784332.17,6652537.89,1374694.07,544022.64
164.50,5071239.27,4451341.09,784891.54,6651827.13,1378824.03,543863.71
165.00,5068557.14,4454512.01,785450.65,6651114.26,1382953.55,543704.60
165.50,5065873.40,4457681.51,786009.52,6650399.28,1387082.64,543545.33
166.00,5063188.05,4460849.60,786568.14,6649682.18,1391211.28,543385.88
166.50,5060501.10,4464016.27,787126.51,6648962.96,1395339.48,543226.26
167.00,5057812.53,4467181.52,787684.63,6648241.64,1399467.23,543066.46
167.50,5055122.36,4470345.35,788242.50,6647518.20,1403594.55,542906.49
168.00,5052430.59,4473507.76,788800.12,6646792.65,1407721.41,542746.36
168.50,5049737.20,4476668.75,789357.49,6646064.99,1411847.83,542586.04
169.00,5047042.22,4479828.32,789914.60,6645335.22,1415973.80,542425.56
169.50,5044345.63,4482986.47,790471.47,6644603.34,1420099.32,542264.90
170.00,5041647.44,4486143.19,791028.08,6643869.35,1424224.39,542104.07
170.50,5038947.65,4489298.49,791584.45,6643133.25,1428349.01,541943.07
171.00,5036246.26,4492452.36,792140.56,6642395.04,1432473.17,541781.90
171.50,5033543.27,4495604.80,792696.42,6641654.72,1436596.88,541620.56
172.00,5030838.68,4498755.82,793252.03,6640912.29,1440720.14,541459.04
172.50,5028132.49,4501905.41,793807.39,6640167.75,1444842.93,541297.35
173.00,5025424.71,4505053.57,794362.49,6639421.10,1448965.27,541135.49
173.50,5022715.33,4508200.30,794917.35,6638672.35,1453087.15,540973.46
174.00,5020004.36,4511345.60,795471.95,6637921.49,1457208.56,540811.25
174.50,5017291.79,4514489.47,796026.30,6637168.52,1461329.52,540648.88
175.00,5014577.63,4517631.90,796580.39,6636413.44,1465450.00,540486.33
175.50,5011861.88,4520772.90,797134.24,6635656.26,1469570.03,540323.61
176.00,5009144.54,4523912.47,797687.83,6634896.98,1473689.59,540160.72
176.50,5006425.61,4527050.60,798241.16,6634135.59,1477808.68,539997.66
177.00,5003705.09,4530187.29,798794.25,6633372.09,1481927.30,539834.43
177.50,5000982.99,4533322.55,799347.08,6632606.49,1486045.45,539671.02
178.00,4998259.29,4536456.36,799899.65,6631838.78,1490163.13,539507.45
178.50,4995534.01,4539588.74,800451.98,6631068.97,1494280.34,539343.70
179.00,4992807.15,4542719.68,801004.05,6630297.06,1498397.07,539179.78
179.50,4990078.70,4545849.18,801555.86,6629523.04,1502513.33,539015.69
180.00,4987348.67,4548977.23,802107.42,6628746.92,1506629.11,538851.43
180.50,4984617.06,4552103.85,802658.73,6627968.70,1510744.41,538687.00
181.00,4981883.87,4555229.02,803209.78,6627188.37,1514859.23,538522.40
181.50,4979149.10,4558352.74,803760.58,6626405.95,1518973.58,538357.63
182.00,4976412.75,4561475.02,804311.12,6625621.42,1523087.44,538192.68
182.50,4973674.82,4564595.85,804861.41,6624834.80,1527200.82,538027.57
183.00,4970935.31,4567715.24,805411.44,6624046.07,1531313.71,537862.29
183.50,4968194.23,4570833.18,805961.21,6623255.24,1535426.12,537696.83
184.00,4965451.58,4573949.67,806510.73,6622462.31,1539538.05,537531.21
184.50,4962707.35,4577064.71,807060.00,6621667.29,1543649.48,537365.41
185.00,4959961.54,4580178.30,807609.01,6620870.16,1547760.43,537199.45
185.50,4957214.17,4583290.43,808157.76,6620070.94,1551870.88,537033.31
