time,eciPosX,eciPosY,eciPosZ,periPosP,periPosQ,periPosW
19.50,5809691.34,3493894.43,616067.86,6805236.98,167633.53,585704.67
20.00,5807519.95,3497424.64,616690.33,6805148.84,171823.63,585598.27
20.50,5805346.73,3500953.74,617312.60,6805058.54,176013.69,585491.68
21.00,5803171.67,3504481.74,617934.68,6804966.10,180203.68,585384.91
21.50,5800994.79,3508008.63,618556.57,6804871.51,184393.62,585277.96
22.00,5798816.06,3511534.41,619178.26,6804774.77,188583.50,585170.82
22.50,5796635.51,3515059.08,619799.75,6804675.88,192773.32,585063.49
23.00,5794453.13,3518582.64,620421.05,6804574.84,196963.08,584955.98
23.50,5792268.92,3522105.09,621042.16,6804471.65,201152.78,584848.29
24.00,5790082.87,3525626.43,621663.06,6804366.31,205342.41,584740.41
24.50,5787895.00,3529146.66,622283.77,6804258.82,209531.98,584632.35
25.00,5785705.30,3532665.77,622904.29,6804149.19,213721.49,584524.10
25.50,5783513.78,3536183.76,623524.61,6804037.40,217910.92,584415.66
26.00,5781320.43,3539700.64,624144.73,6803923.47,222100.29,584307.05
26.50,5779125.25,3543216.40,624764.65,6803807.39,226289.59,584198.25
27.00,5776928.25,3546731.04,625384.38,6803689.16,230478.81,584089.26
27.50,5774729.42,3550244.56,626003.90,6803568.78,234667.97,583980.09
28.00,5772528.77,3553756.97,626623.24,6803446.25,238857.04,583870.73
28.50,5770326.29,3557268.24,627242.37,6803321.58,243046.05,583761.19
29.00,5768122.00,3560778.40,627861.30,6803194.75,247234.97,583651.47
29.50,5765915.88,3564287.43,628480.04,6803065.78,251423.82,583541.56
30.00,5763707.94,3567795.33,629098.58,6802934.66,255612.59,583431.47
30.50,5761498.18,3571302.11,629716.92,6802801.39,259801.28,583321.19
31.00,5759286.61,3574807.76,630335.06,6802665.98,263989.88,583210.73
31.50,5757073.21,3578312.28,630953.00,6802528.41,268178.41,583100.08
32.00,5754858.00,3581815.68,631570.74,6802388.70,272366.85,582989.25
32.50,5752640.97,3585317.94,632188.29,6802246.84,276555.20,582878.24
33.00,5750422.12,3588819.07,632805.63,6802102.83,280743.46,582767.04
33.50,5748201.45,3592319.06,633422.77,6801956.67,284931.64,582655.66
34.00,5745978.98,3595817.92,634039.72,6801808.37,289119.73,582544.10
34.50,5743754.68,3599315.65,634656.46,6801657.92,293307.72,582432.35
35.00,5741528.58,3602812.24,635273.00,6801505.32,297495.62,582320.41
35.50,5739300.66,3606307.69,635889.35,6801350.57,301683.43,582208.30
36.00,5737070.93,3609802.01,636505.49,6801193.68,305871.14,582095.99
36.50,5734839.39,3613295.18,637121.43,6801034.64,310058.76,581983.51
37.00,5732606.03,3616787.21,637737.17,6800873.45,314246.28,581870.84
37.50,5730370.87,3620278.10,638352.71,6800710.11,318433.70,581757.99
38.00,5728133.90,3623767.85,638968.04,6800544.63,322621.02,581644.95
38.50,5725895.12,3627256.46,639583.18,6800377.00,326808.23,581531.73
39.00,5723654.53,3630743.91,640198.11,6800207.22,330995.35,581418.33
39.50,5721412.14,3634230.23,640812.84,6800035.30,335182.36,581304.74
40.00,5719167.94,3637715.39,641427.37,6799861.23,339369.26,581190.97
40.50,5716921.93,3641199.41,642041.70,6799685.01,343556.06,581077.02
41.00,5714674.12,3644682.28,642655.82,6799506.65,347742.75,580962.88
41.50,5712424.50,3648163.99,643269.74,6799326.14,351929.32,580848.56
42.00,5710173.09,3651644.56,643883.46,6799143.48,356115.79,580734.06
42.50,5707919.86,3655123.97,644496.97,6798958.68,360302.15,580619.37
43.00,5705664.84,3658602.23,645110.29,6798771.73,364488.39,580504.50
43.50,5703408.02,3662079.34,645723.39,6798582.64,368674.51,580389.45
44.00,5701149.39,3665555.28,646336.30,6798391.40,372860.52,580274.21
44.50,5698888.97,3669030.07,646949.00,6798198.01,377046.41,580158.79
45.00,5696626.75,3672503.71,647561.49,6798002.48,381232.19,580043.19
45.50,5694362.73,3675976.18,648173.78,6797804.80,385417.84,579927.40
46.00,5692096.91,3679447.49,648785.87,6797604.98,389603.37,579811.43
46.50,5689829.29,3682917.65,649397.75,6797403.01,393788.78,579695.28
47.00,5687559.88,3686386.64,650009.43,6797198.89,397974.06,579578.94
47.50,5685288.68,3689854.46,650620.90,6796992.63,402159.22,579462.42
48.00,5683015.68,3693321.12,651232.16,6796784.23,406344.25,579345.72
48.50,5680740.88,3696786.62,651843.22,6796573.68,410529.15,579228.84
49.00,5678464.30,3700250.95,652454.08,6796360.98,414713.93,579111.77
49.50,5676185.92,3703714.11,653064.73,6796146.14,418898.57,578994.52
50.00,5673905.75,3707176.10,653675.17,6795929.15,423083.08,578877.09
50.50,5671623.79,3710636.93,654285.41,6795710.02,427267.46,578759.47
51.00,5669340.04,3714096.58,654895.44,6795488.75,431451.70,578641.68
51.50,5667054.50,3717555.06,655505.26,6795265.33,435635.80,578523.70
52.00,5664767.17,3721012.37,656114.88,6795039.77,439819.77,578405.53
52.50,5662478.06,3724468.50,656724.28,6794812.06,444003.60,578287.19
53.00,5660187.16,3727923.45,657333.49,6794582.21,448187.29,578168.66
53.50,5657894.47,3731377.24,657942.48,6794350.21,452370.84,578049.95
54.00,5655599.99,3734829.84,658551.27,6794116.07,456554.24,577931.06
54.50,5653303.74,3738281.26,659159.85,6793879.79,460737.50,577811.98
55.00,5651005.70,3741731.51,659768.22,6793641.36,464920.62,577692.73
55.50,5648705.87,3745180.57,660376.38,6793400.79,469103.59,577573.29
56.00,5646404.26,3748628.46,660984.34,6793158.08,473286.41,577453.66
56.50,5644100.88,3752075.16,661592.08,6792913.22,477469.08,577333.86
57.00,5641795.71,3755520.67,662199.62,6792666.22,481651.60,577213.87
57.50,5639488.76,3758965.01,662806.95,6792417.08,485833.97,577093.71
58.00,5637180.03,3762408.15,663414.07,6792165.79,490016.19,576973.36
58.50,5634869.52,3765850.11,664020.98,6791912.36,494198.25,576852.82
59.00,5632557.24,3769290.88,664627.68,6791656.79,498380.15,576732.11
59.50,5630243.18,3772730.46,665234.17,6791399.08,502561.90,576611.21
60.00,5627927.34,3776168.86,665840.45,6791139.22,506743.49,576490.13
60.50,5625609.73,3779606.06,666446.52,6790877.22,510924.92,576368.87
61.00,5623290.34,3783042.06,667052.38,6790613.08,515106.19,576247.43
61.50,5620969.18,3786476.88,667658.04,6790346.80,519287.30,576125.81
62.00,5618646.24,3789910.50,668263.48,6790078.37,523468.24,576004.00
62.50,5616321.54,3793342.92,668868.70,6789807.80,527649.01,575882.02
63.00,5613995.06,3796774.15,669473.72,6789535.10,531829.63,575759.85
63.50,5611666.81,3800204.18,670078.53,6789260.25,536010.07,575637.50
64.00,5609336.79,3803633.02,670683.13,6788983.25,540190.34,575514.97
64.50,5607005.01,3807060.65,671287.51,6788704.12,544370.45,575392.25
65.00,5604671.45,3810487.08,671891.68,6788422.85,548550.38,575269.36
65.50,5602336.13,3813912.31,672495.64,6788139.43,552730.14,575146.28
66.00,5599999.03,3817336.34,673099.39,6787853.88,556909.72,575023.02
66.50,5597660.18,3820759.16,673702.93,6787566.18,561089.13,574899.58
67.00,5595319.56,3824180.78,674306.25,6787276.34,565268.36,574775.96
67.50,5592977.17,3827601.19,674909.36,6786984.37,569447.41,574652.16
68.00,5590633.02,3831020.40,675512.26,6786690.25,573626.29,574528.18
68.50,5588287.11,3834438.40,676114.95,6786393.99,577804.98,574404.02
69.00,5585939.43,3837855.19,676717.42,6786095.60,581983.49,574279.67
69.50,5583590.00,3841270.76,677319.68,6785795.06,586161.82,574155.14
70.00,5581238.80,3844685.13,677921.72,6785492.38,590339.96,574030.44
70.50,5578885.84,3848098.29,678523.55,6785187.57,594517.92,573905.55
71.00,5576531.13,3851510.23,679125.17,6784880.61,598695.69,573780.48
71.50,5574174.65,3854920.96,679726.57,6784571.52,602873.27,573655.23
72.00,5571816.42,3858330.47,680327.76,6784260.28,607050.66,573529.80
72.50,5569456.43,3861738.76,680928.74,6783946.91,611227.86,573404.19
73.00,5567094.69,3865145.84,681529.50,6783631.40,615404.86,573278.39
73.50,5564731.19,3868551.70,682130.04,6783313.75,619581.68,573152.42
74.00,5562365.94,3871956.34,682730.37,6782993.96,623758.29,573026.27
74.50,5559998.93,3875359.76,683330.49,6782672.04,627934.71,572899.93
75.00,5557630.17,3878761.96,683930.39,6782347.97,632110.94,572773.42
75.50,5555259.66,3882162.93,684530.07,6782021.77,636286.96,572646.72
76.00,5552887.40,3885562.69,685129.54,6781693.43,640462.78,572519.85
76.50,5550513.39,3888961.21,685728.79,6781362.95,644638.40,572392.79
77.00,5548137.63,3892358.52,686327.82,6781030.34,648813.82,572265.55
77.50,5545760.12,3895754.59,686926.64,6780695.59,652989.03,572138.14
78.00,5543380.86,3899149.44,687525.25,6780358.70,657164.04,572010.54
78.50,5540999.85,3902543.05,688123.63,6780019.67,661338.84,571882.76
79.00,5538617.10,3905935.44,688721.80,6779678.51,665513.43,571754.80
79.50,5536232.60,3909326.60,689319.76,6779335.21,669687.81,571626.66
80.00,5533846.36,3912716.52,689917.49,6778989.77,673861.98,571498.34
80.50,5531458.38,3916105.22,690515.01,6778642.20,678035.94,571369.85
81.00,5529068.65,3919492.67,691112.31,6778292.49,682209.69,571241.17
81.50,5526677.18,3922878.90,691709.39,6777940.65,686383.22,571112.31
82.00,5524283.97,3926263.88,692306.26,6777586.67,690556.53,570983.27
82.50,5521889.01,3929647.63,692902.90,6777230.55,694729.63,570854.05
83.00,5519492.32,3933030.15,693499.33,6776872.30,698902.50,570724.65
83.50,5517093.89,3936411.42,694095.54,6776511.92,703075.16,570595.07
84.00,5514693.72,3939791.45,694691.53,6776149.40,707247.60,570465.32
84.50,5512291.81,3943170.24,695287.30,6775784.74,711419.81,570335.38
85.00,5509888.17,3946547.79,695882.86,6775417.95,715591.80,570205.26
85.50,5507482.79,3949924.10,696478.19,6775049.03,719763.56,570074.96
86.00,5505075.68,3953299.16,697073.30,6774677.97,723935.10,569944.49
86.50,5502666.83,3956672.97,697668.20,6774304.78,728106.40,569813.83
87.00,5500256.25,3960045.54,698262.87,6773929.45,732277.48,569683.00
87.50,5497843.93,3963416.87,698857.33,6773551.99,736448.33,569551.98
88.00,5495429.89,3966786.94,699451.56,6773172.40,740618.95,569420.79
88.50,5493014.11,3970155.76,700045.58,6772790.67,744789.33,569289.41
89.00,5490596.60,3973523.34,700639.37,6772406.81,748959.48,569157.86
89.50,5488177.37,3976889.66,701232.95,6772020.82,753129.39,569026.13
90.00,5485756.40,3980254.73,701826.30,6771632.69,757299.07,568894.22
90.50,5483333.71,3983618.55,702419.43,6771242.43,761468.50,568762.13
91.00,5480909.29,3986981.11,703012.34,6770850.04,765637.70,568629.86
91.50,5478483.14,3990342.42,703605.03,6770455.52,769806.66,568497.41
92.00,5476055.28,3993702.47,704197.50,6770058.86,773975.37,568364.78
92.50,5473625.68,3997061.26,704789.74,6769660.08,778143.84,568231.97
93.00,5471194.36,4000418.79,705381.77,6769259.16,782312.07,568098.99
93.50,5468761.32,4003775.07,705973.57,6768856.11,786480.04,567965.82
94.00,5466326.56,4007130.08,706565.15,6768450.93,790647.77,567832.48
94.50,5463890.08,4010483.83,707156.51,6768043.62,794815.26,567698.96
95.00,5461451.87,4013836.32,707747.64,6767634.17,798982.49,567565.25
95.50,5459011.95,4017187.55,708338.55,6767222.60,803149.47,567431.38
96.00,5456570.31,4020537.51,708929.24,6766808.90,807316.20,567297.32
96.50,5454126.95,4023886.21,709519.71,6766393.06,811482.67,567163.08
97.00,5451681.88,4027233.64,710109.95,6765975.10,815648.89,567028.66
97.50,5449235.08,4030579.80,710699.97,6765555.01,819814.85,566894.07
98.00,5446786.58,4033924.69,711289.76,6765132.79,823980.55,566759.30
98.50,5444336.36,4037268.32,711879.33,6764708.43,828146.00,566624.35
99.00,5441884.42,4040610.67,712468.68,6764281.95,832311.18,566489.22
99.50,5439430.77,4043951.75,713057.80,6763853.34,836476.10,566353.91
100.00,5436975.41,4047291.56,713646.70,6763422.60,840640.76,566218.43
100.50,5434518.34,4050630.09,714235.37,6762989.74,844805.15,566082.76
101.00,5432059.56,4053967.35,714823.82,6762554.74,848969.28,565946.92
101.50,5429599.07,4057303.34,715412.05,6762117.62,853133.14,565810.90
102.00,5427136.87,4060638.04,716000.05,6761678.37,857296.73,565674.70
102.50,5424672.97,4063971.47,716587.82,6761236.99,861460.05,565538.33
103.00,5422207.36,4067303.63,717175.37,6760793.48,865623.10,565401.77
103.50,5419740.04,4070634.50,717762.69,6760347.85,869785.88,565265.04
104.00,5417271.01,4073964.09,718349.79,6759900.09,873948.39,565128.13
104.50,5414800.29,4077292.40,718936.66,6759450.21,878110.62,564991.04
105.00,5412327.85,4080619.42,719523.30,6758998.19,882272.57,564853.78
105.50,5409853.72,4083945.17,720109.72,6758544.05,886434.25,564716.34
106.00,5407377.88,4087269.62,720695.91,6758087.79,890595.64,564578.72
106.50,5404900.35,4090592.80,721281.88,6757629.40,894756.76,564440.92
107.00,5402421.11,4093914.68,721867.62,6757168.88,898917.60,564302.94
107.50,5399940.17,4097235.28,722453.13,6756706.24,903078.15,564164.79
108.00,5397457.54,4100554.59,723038.41,6756241.47,907238.42,564026.46
108.50,5394973.21,4103872.61,723623.47,6755774.58,911398.40,563887.95
109.00,5392487.18,4107189.34,724208.30,6755305.56,915558.10,563749.26
109.50,5389999.45,4110504.78,724792.90,6754834.42,919717.51,563610.40
110.00,5387510.03,4113818.92,725377.27,6754361.16,923876.63,563471.36
110.50,5385018.92,4117131.78,725961.42,6753885.77,928035.46,563332.14
111.00,5382526.11,4120443.33,726545.33,6753408.26,932194.00,563192.75
111.50,5380031.62,4123753.59,727129.02,6752928.62,936352.24,563053.18
112.00,5377535.42,4127062.56,727712.48,6752446.86,940510.19,562913.43
112.50,5375037.54,4130370.23,728295.71,6751962.98,944667.85,562773.51
113.00,5372537.97,4133676.59,728878.71,6751476.98,948825.20,562633.40
113.50,5370036.71,4136981.66,729461.49,6750988.85,952982.26,562493.12
114.00,5367533.76,4140285.43,730044.03,6750498.60,957139.02,562352.67
114.50,5365029.13,4143587.90,730626.34,6750006.23,961295.48,562212.04
115.00,5362522.81,4146889.06,731208.43,6749511.73,965451.64,562071.23
115.50,5360014.80,4150188.93,731790.28,6749015.12,969607.49,561930.24
116.00,5357505.11,4153487.48,732371.91,6748516.38,973763.04,561789.08
116.50,5354993.73,4156784.73,732953.30,6748015.53,977918.28,561647.74
117.00,5352480.67,4160080.68,733534.47,6747512.55,982073.22,561506.22
117.50,5349965.93,4163375.32,734115.40,6747007.45,986227.84,561364.53
118.00,5347449.51,4166668.65,734696.10,6746500.23,990382.16,561222.66
118.50,5344931.40,4169960.67,735276.57,6745990.89,994536.17,561080.62
119.00,5342411.62,4173251.38,735856.82,6745479.44,998689.86,560938.40
119.50,5339890.16,4176540.78,736436.82,6744965.86,1002843.24,560796.00
120.00,5337367.02,4179828.86,737016.60,6744450.16,1006996.30,560653.43
120.50,5334842.21,4183115.64,737596.15,6743932.35,1011149.05,560510.68
121.00,5332315.72,4186401.09,738175.46,6743412.41,1015301.48,560367.75
121.50,5329787.55,4189685.24,738754.55,6742890.36,1019453.59,560224.65
122.00,5327257.71,4192968.07,739333.40,6742366.19,1023605.38,560081.37
122.50,5324726.19,4196249.58,739912.02,6741839.90,1027756.85,559937.92
123.00,5322193.01,4199529.77,740490.40,6741311.49,1031908.00,559794.29
123.50,5319658.15,4202808.64,741068.56,6740780.97,1036058.82,559650.48
124.00,5317121.62,4206086.20,741646.48,6740248.32,1040209.32,559506.50
124.50,5314583.42,4209362.43,742224.17,6739713.57,1044359.49,559362.34
125.00,5312043.55,4212637.34,742801.62,6739176.69,1048509.33,559218.01
125.50,5309502.02,4215910.93,743378.84,6738637.70,1052658.84,559073.50
126.00,5306958.81,4219183.19,743955.83,6738096.59,1056808.02,558928.82
126.50,5304413.94,4222454.13,744532.59,6737553.37,1060956.87,558783.96
127.00,5301867.41,4225723.74,745109.11,6737008.03,1065105.39,558638.92
127.50,5299319.21,4228992.03,745685.40,6736460.58,1069253.57,558493.71
128.00,5296769.34,4232258.99,746261.45,6735911.01,1073401.42,558348.33
128.50,5294217.81,4235524.62,746837.27,6735359.33,1077548.93,558202.77
129.00,5291664.63,4238788.92,747412.85,6734805.53,1081696.10,558057.03
129.50,5289109.77,4242051.89,747988.20,6734249.62,1085842.93,557911.12
130.00,5286553.26,4245313.52,748563.32,6733691.59,1089989.43,557765.03
130.50,5283995.09,4248573.83,749138.20,6733131.45,1094135.58,557618.77
131.00,5281435.27,4251832.80,749712.84,6732569.20,1098281.38,557472.33
131.50,5278873.78,4255090.44,750287.25,6732004.83,1102426.84,557325.72
132.00,5276310.64,4258346.74,750861.42,6731438.35,1106571.96,557178.93
132.50,5273745.84,4261601.71,751435.36,6730869.76,1110716.73,557031.97
133.00,5271179.39,4264855.33,752009.06,6730299.06,1114861.15,556884.84
133.50,5268611.28,4268107.62,752582.53,6729726.24,1119005.21,556737.53
134.00,5266041.52,4271358.57,753155.76,6729151.31,1123148.93,556590.04
134.50,5263470.10,4274608.18,753728.75,6728574.28,1127292.30,556442.38
135.00,5260897.04,4277856.45,754301.51,6727995.13,1131435.31,556294.55
135.50,5258322.32,4281103.38,754874.03,6727413.87,1135577.97,556146.54
136.00,5255745.96,4284348.97,755446.32,6726830.49,1139720.27,555998.35
136.50,5253167.95,4287593.21,756018.36,6726245.01,1143862.21,555849.99
137.00,5250588.29,4290836.10,756590.17,6725657.42,1148003.80,555701.46
137.50,5248006.98,4294077.65,757161.75,6725067.72,1152145.02,555552.76
138.00,5245424.02,4297317.85,757733.08,6724475.91,1156285.89,555403.87
138.50,5242839.43,4300556.71,758304.18,6723881.99,1160426.39,555254.82
139.00,5240253.18,4303794.21,758875.04,6723285.97,1164566.52,555105.59
139.50,5237665.29,4307030.37,759445.66,6722687.83,1168706.30,554956.19
140.00,5235075.77,4310265.18,760016.04,6722087.59,1172845.70,554806.61
140.50,5232484.59,4313498.63,760586.19,6721485.23,1176984.74,554656.86
141.00,5229891.78,4316730.73,761156.10,6720880.77,1181123.41,554506.93
141.50,5227297.33,4319961.48,761725.76,6720274.21,1185261.70,554356.83
142.00,5224701.24,4323190.87,762295.19,6719665.53,1189399.63,554206.56
142.50,5222103.51,4326418.91,762864.38,6719054.75,1193537.18,554056.11
143.00,5219504.15,4329645.60,763433.34,6718441.87,1197674.36,553905.49
143.50,5216903.15,4332870.92,764002.05,6717826.87,1201811.17,553754.70
144.00,5214300.51,4336094.89,764570.52,6717209.78,1205947.59,553603.73
144.50,5211696.24,4339317.50,765138.75,6716590.57,1210083.64,553452.59
145.00,5209090.34,4342538.74,765706.75,6715969.26,1214219.31,553301.27
145.50,5206482.80,4345758.63,766274.50,6715345.85,1218354.60,553149.79
146.00,5203873.63,4348977.16,766842.01,6714720.33,1222489.51,552998.12
146.50,5201262.83,4352194.32,767409.28,6714092.71,1226624.04,552846.29
147.00,5198650.40,4355410.12,767976.32,6713462.98,1230758.18,552694.28
147.50,5196036.35,4358624.55,768543.11,6712831.15,1234891.93,552542.10
148.00,5193420.66,4361837.62,769109.66,6712197.22,1239025.30,552389.75
148.50,5190803.35,4365049.32,769675.97,6711561.18,1243158.28,552237.22
149.00,5188184.41,4368259.65,770242.04,6710923.05,1247290.87,552084.52
149.50,5185563.84,4371468.62,770807.86,6710282.80,1251423.07,551931.64
150.00,5182941.65,4374676.21,771373.45,6709640.46,1255554.87,551778.60
150.50,5180317.84,4377882.44,771938.79,6708996.02,1259686.29,551625.38
151.00,5177692.41,4381087.30,772503.89,6708349.47,1263817.31,551471.99
151.50,5175065.35,4384290.78,773068.76,6707700.82,1267947.93,551318.42
152.00,5172436.67,4387492.89,773633.37,6707050.08,1272078.16,551164.69
152.50,5169806.38,4390693.62,774197.75,6706397.23,1276207.98,551010.78
153.00,5167174.46,4393892.98,774761.88,6705742.28,1280337.41,550856.69
153.50,5164540.93,4397090.97,775325.77,6705085.23,1284466.44,550702.44
154.00,5161905.78,4400287.58,775889.42,6704426.09,1288595.07,550548.01
154.50,5159269.01,4403482.81,776452.83,6703764.84,1292723.29,550393.41
155.00,5156630.63,4406676.66,777015.99,6703101.50,1296851.10,550238.64
155.50,5153990.63,4409869.13,777578.91,6702436.05,1300978.52,550083.70
156.00,5151349.02,4413060.22,778141.58,6701768.51,1305105.52,549928.58
156.50,5148705.80,4416249.93,778704.02,6701098.87,1309232.12,549773.29
157.00,5146060.96,4419438.26,779266.21,6700427.14,1313358.30,549617.83
157.50,5143414.52,4422625.21,779828.15,6699753.30,1317484.08,549462.20
158.00,5140766.47,4425810.77,780389.85,6699077.37,1321609.44,549306.39
158.50,5138116.80,4428994.94,780951.31,6698399.34,1325734.39,549150.42
159.00,5135465.53,4432177.73,781512.52,6697719.22,1329858.92,548994.27
159.50,5132812.66,4435359.14,782073.48,6697037.00,1333983.04,548837.95
160.00,5130158.17,4438539.15,782634.21,6696352.69,1338106.74,548681.46
160.50,5127502.08,4441717.78,783194.69,6695666.28,1342230.02,548524.79
161.00,5124844.39,4444895.02,783754.92,6694977.78,1346352.88,548367.96
161.50,5122185.09,4448070.86,784314.91,6694287.18,1350475.32,548210.95
162.00,5119524.20,4451245.32,784874.65,6693594.49,1354597.34,548053.77
162.50,5116861.70,4454418.38,785434.14,6692899.70,1358718.94,547896.42
163.00,5114197.60,4457590.05,785993.39,6692202.82,1362840.11,547738.90
163.50,5111531.90,4460760.33,786552.40,6691503.85,1366960.85,547581.21
164.00,5108864.60,4463929.21,787111.16,6690802.78,1371081.16,547423.35
164.50,5106195.70,4467096.69,787669.67,6690099.63,1375201.05,547265.31
165.00,5103525.21,4470262.78,788227.94,6689394.38,1379320.51,547107.11
165.50,5100853.12,4473427.47,788785.96,6688687.04,1383439.53,546948.73
166.00,5098179.44,4476590.76,789343.73,6687977.60,1387558.13,546790.18
166.50,5095504.16,4479752.65,789901.26,6687266.08,1391676.29,546631.46
167.00,5092827.29,4482913.14,790458.54,6686552.47,1395794.01,546472.57
167.50,5090148.83,4486072.23,791015.57,6685836.76,1399911.30,546313.51
168.00,5087468.78,4489229.92,791572.36,6685118.97,1404028.15,546154.28
168.50,5084787.14,4492386.21,792128.90,6684399.09,1408144.56,545994.88
169.00,5082103.90,4495541.09,792685.19,6683677.11,1412260.53,545835.31
169.50,5079419.08,4498694.56,793241.23,6682953.05,1416376.06,545675.56
170.00,5076732.68,4501846.63,793797.02,6682226.90,1420491.15,545515.65
170.50,5074044.68,4504997.29,794352.57,6681498.66,1424605.79,545355.57
171.00,5071355.10,4508146.55,794907.87,6680768.34,1428719.99,545195.31
171.50,5068663.94,4511294.40,795462.92,6680035.93,1432833.74,545034.89
172.00,5065971.19,4514440.83,796017.72,6679301.43,1436947.05,544874.29
172.50,5063276.86,4517585.86,796572.28,6678564.84,1441059.90,544713.53
173.00,5060580.95,4520729.48,797126.58,6677826.17,1445172.31,544552.59
173.50,5057883.46,4523871.68,797680.63,6677085.41,1449284.26,544391.48
174.00,5055184.38,4527012.47,798234.44,6676342.57,1453395.76,544230.21
174.50,5052483.73,4530151.85,798788.00,6675597.64,1457506.81,544068.76
175.00,5049781.50,4533289.81,799341.31,6674850.62,1461617.40,543907.15
175.50,5047077.70,4536426.36,799894.36,6674101.52,1465727.54,543745.36
176.00,5044372.31,4539561.49,800447.17,6673350.34,1469837.22,543583.41
176.50,5041665.36,4542695.20,800999.73,6672597.07,1473946.44,543421.28
177.00,5038956.83,4545827.49,801552.04,6671841.73,1478055.20,543258.99
177.50,5036246.72,4548958.37,802104.09,6671084.29,1482163.49,543096.52
178.00,5033535.05,4552087.82,802655.90,6670324.78,1486271.33,542933.89
178.50,5030821.80,4555215.86,803207.46,6669563.18,1490378.70,542771.09
179.00,5028106.98,4558342.47,803758.76,6668799.50,1494485.60,542608.11
179.50,5025390.59,4561467.66,804309.82,6668033.74,1498592.04,542444.97
180.00,5022672.64,4564591.42,804860.62,6667265.90,1502698.01,542281.66
180.50,5019953.11,4567713.77,805411.18,6666495.98,1506803.52,542118.18
181.00,5017232.02,4570834.68,805961.48,6665723.97,1510908.55,541954.53
181.50,5014509.37,4573954.17,806511.53,6664949.89,1515013.11,541790.71
182.00,5011785.15,4577072.23,807061.33,6664173.73,1519117.20,541626.72
182.50,5009059.36,4580188.87,807610.87,6663395.49,1523220.81,541462.56
183.00,5006332.02,4583304.07,808160.17,6662615.17,1527323.95,541298.24
183.50,5003603.11,4586417.85,808709.21,6661832.77,1531426.61,541133.74
184.00,5000872.64,4589530.19,809258.00,6661048.29,1535528.80,540969.08
184.50,4998140.61,4592641.11,809806.54,6660261.74,1539630.50,540804.25
185.00,4995407.02,4595750.59,810354.83,6659473.11,1543731.73,540639.25
185.50,4992671.88,4598858.64,810902.86,6658682.40,1547832.47,540474.08
