time,eciPosX,eciPosY,eciPosZ,periPosP,periPosQ,periPosW
24.50,6767228.73,-174208.47,100579.31,6767228.73,201158.62,-0.00
25.00,6767117.89,-177691.68,102590.34,6767117.89,205180.68,-0.00
25.50,6767004.87,-181174.83,104601.34,6767004.87,209202.68,-0.00
26.00,6766889.69,-184657.93,106612.30,6766889.69,213224.61,-0.00
26.50,6766772.33,-188140.96,108623.24,6766772.33,217246.47,-0.00
27.00,6766652.80,-191623.94,110634.13,6766652.80,221268.26,-0.00
27.50,6766531.09,-195106.85,112644.99,6766531.09,225289.98,-0.00
28.00,6766407.22,-198589.70,114655.82,6766407.22,229311.63,-0.00
28.50,6766281.17,-202072.49,116666.60,6766281.17,233333.21,-0.00
29.00,6766152.95,-205555.21,118677.35,6766152.95,237354.71,-0.00
29.50,6766022.56,-209037.86,120688.07,6766022.56,241376.13,-0.00
30.00,6765889.99,-212520.45,122698.74,6765889.99,245397.48,-0.00
30.50,6765755.26,-216002.97,124709.37,6765755.26,249418.75,-0.00
31.00,6765618.35,-219485.42,126719.97,6765618.35,253439.93,-0.00
31.50,6765479.27,-222967.80,128730.52,6765479.27,257461.04,-0.00
32.00,6765338.01,-226450.11,130741.03,6765338.01,261482.06,-0.00
32.50,6765194.59,-229932.35,132751.50,6765194.59,265503.00,-0.00
33.00,6765048.99,-233414.51,134761.93,6765048.99,269523.86,-0.00
33.50,6764901.22,-236896.60,136772.31,6764901.22,273544.63,-0.00
34.00,6764751.29,-240378.61,138782.65,6764751.29,277565.31,-0.00
34.50,6764599.17,-243860.54,140792.95,6764599.17,281585.90,-0.00
35.00,6764444.89,-247342.40,142803.20,6764444.89,285606.40,-0.00
35.50,6764288.44,-250824.17,144813.40,6764288.44,289626.81,-0.00
36.00,6764129.81,-254305.87,146823.56,6764129.81,293647.12,-0.00
36.50,6763969.01,-257787.48,148833.67,6763969.01,297667.34,-0.00
37.00,6763806.05,-261269.01,150843.74,6763806.05,301687.47,-0.00
37.50,6763640.91,-264750.46,152853.75,6763640.91,305707.50,-0.00
38.00,6763473.59,-268231.82,154863.72,6763473.59,309727.43,-0.00
38.50,6763304.11,-271713.10,156873.63,6763304.11,313747.26,-0.00
39.00,6763132.46,-275194.29,158883.50,6763132.46,317766.99,-0.00
39.50,6762958.64,-278675.39,160893.31,6762958.64,321786.62,-0.00
40.00,6762782.64,-282156.40,162903.07,6762782.64,325806.15,-0.00
40.50,6762604.48,-285637.32,164912.79,6762604.48,329825.57,-0.00
41.00,6762424.14,-289118.15,166922.44,6762424.14,333844.89,-0.00
41.50,6762241.63,-292598.89,168932.05,6762241.63,337864.09,-0.00
42.00,6762056.96,-296079.53,170941.60,6762056.96,341883.19,-0.00
42.50,6761870.11,-299560.08,172951.09,6761870.11,345902.18,-0.00
43.00,6761681.09,-303040.53,174960.53,6761681.09,349921.06,-0.00
43.50,6761489.90,-306520.88,176969.91,6761489.90,353939.83,-0.00
44.00,6761296.54,-310001.14,178979.24,6761296.54,357958.48,-0.00
44.50,6761101.01,-313481.30,180988.51,6761101.01,361977.02,-0.00
45.00,6760903.31,-316961.35,182997.72,6760903.31,365995.44,-0.00
45.50,6760703.44,-320441.30,185006.87,6760703.44,370013.75,-0.00
46.00,6760501.40,-323921.16,187015.97,6760501.40,374031.93,-0.00
46.50,6760297.20,-327400.90,189025.00,6760297.20,378050.00,-0.00
47.00,6760090.82,-330880.54,191033.97,6760090.82,382067.94,-0.00
47.50,6759882.27,-334360.08,193042.88,6759882.27,386085.76,-0.00
48.00,6759671.55,-337839.51,195051.73,6759671.55,390103.46,-0.00
48.50,6759458.66,-341318.83,197060.52,6759458.66,394121.03,-0.00
49.00,6759243.60,-344798.04,199069.24,6759243.60,398138.48,-0.00
49.50,6759026.38,-348277.14,201077.90,6759026.38,402155.80,-0.00
50.00,6758806.98,-351756.13,203086.49,6758806.98,406172.99,-0.00
50.50,6758585.42,-355235.00,205095.02,6758585.42,410190.05,-0.00
51.00,6758361.68,-358713.76,207103.49,6758361.68,414206.97,-0.00
51.50,6758135.78,-362192.41,209111.88,6758135.78,418223.77,0.00
52.00,6757907.71,-365670.94,211120.21,6757907.71,422240.43,0.00
52.50,6757677.47,-369149.35,213128.48,6757677.47,426256.95,0.00
53.00,6757445.06,-372627.64,215136.67,6757445.06,430273.34,0.00
53.50,6757210.48,-376105.82,217144.80,6757210.48,434289.59,0.00
54.00,6756973.73,-379583.87,219152.85,6756973.73,438305.70,-0.00
54.50,6756734.82,-383061.80,221160.84,6756734.82,442321.67,-0.00
55.00,6756493.74,-386539.61,223168.75,6756493.74,446337.50,0.00
55.50,6756250.49,-390017.30,225176.59,6756250.49,450353.18,0.00
56.00,6756005.07,-393494.86,227184.36,6756005.07,454368.72,0.00
56.50,6755757.48,-396972.29,229192.06,6755757.48,458384.12,0.00
57.00,6755507.72,-400449.60,231199.68,6755507.72,462399.36,0.00
57.50,6755255.80,-403926.77,233207.23,6755255.80,466414.46,-0.00
58.00,6755001.71,-407403.82,235214.71,6755001.71,470429.41,-0.00
58.50,6754745.45,-410880.74,237222.11,6754745.45,474444.21,-0.00
59.00,6754487.02,-414357.52,239229.43,6754487.02,478458.86,-0.00
59.50,6754226.43,-417834.18,241236.67,6754226.43,482473.35,-0.00
60.00,6753963.67,-421310.69,243243.84,6753963.67,486487.69,-0.00
60.50,6753698.74,-424787.08,245250.93,6753698.74,490501.87,-0.00
61.00,6753431.65,-428263.32,247257.95,6753431.65,494515.89,-0.00
61.50,6753162.39,-431739.43,249264.88,6753162.39,498529.76,-0.00
62.00,6752890.96,-435215.40,251271.73,6752890.96,502543.46,-0.00
62.50,6752617.36,-438691.24,253278.50,6752617.36,506557.01,-0.00
63.00,6752341.60,-442166.93,255285.19,6752341.60,510570.39,-0.00
63.50,6752063.67,-445642.48,257291.80,6752063.67,514583.61,-0.00
64.00,6751783.58,-449117.88,259298.33,6751783.58,518596.66,-0.00
64.50,6751501.31,-452593.14,261304.77,6751501.31,522609.54,-0.00
65.00,6751216.89,-456068.26,263311.13,6751216.89,526622.26,-0.00
65.50,6750930.29,-459543.23,265317.41,6750930.29,530634.81,-0.00
66.00,6750641.54,-463018.05,267323.60,6750641.54,534647.19,-0.00
66.50,6750350.61,-466492.72,269329.70,6750350.61,538659.40,-0.00
67.00,6750057.52,-469967.25,271335.72,6750057.52,542671.44,-0.00
67.50,6749762.26,-473441.62,273341.65,6749762.26,546683.30,-0.00
68.00,6749464.84,-476915.84,275347.49,6749464.84,550694.98,-0.00
68.50,6749165.25,-480389.91,277353.25,6749165.25,554706.49,-0.00
69.00,6748863.50,-483863.83,279358.91,6748863.50,558717.82,-0.00
69.50,6748559.58,-487337.59,281364.49,6748559.58,562728.97,-0.00
70.00,6748253.50,-490811.19,283369.97,6748253.50,566739.94,-0.00
70.50,6747945.26,-494284.64,285375.37,6747945.26,570750.73,-0.00
71.00,6747634.84,-497757.92,287380.67,6747634.84,574761.34,-0.00
71.50,6747322.27,-501231.05,289385.88,6747322.27,578771.76,-0.00
72.00,6747007.53,-504704.02,291391.00,6747007.53,582782.00,-0.00
72.50,6746690.62,-508176.82,293396.02,6746690.62,586792.05,-0.00
73.00,6746371.55,-511649.46,295400.95,6746371.55,590801.91,-0.00
73.50,6746050.32,-515121.94,297405.79,6746050.32,594811.58,-0.00
74.00,6745726.92,-518594.25,299410.53,6745726.92,598821.06,-0.00
74.50,6745401.36,-522066.40,301415.18,6745401.36,602830.35,-0.00
75.00,6745073.64,-525538.38,303419.72,6745073.64,606839.45,-0.00
75.50,6744743.75,-529010.19,305424.17,6744743.75,610848.35,-0.00
76.00,6744411.70,-532481.83,307428.53,6744411.70,614857.05,-0.00
76.50,6744077.48,-535953.30,309432.78,6744077.48,618865.56,-0.00
77.00,6743741.11,-539424.59,311436.93,6743741.11,622873.87,-0.00
77.50,6743402.57,-542895.72,313440.99,6743402.57,626881.98,-0.00
78.00,6743061.86,-546366.67,315444.94,6743061.86,630889.89,-0.00
78.50,6742719.00,-549837.44,317448.80,6742719.00,634897.59,-0.00
79.00,6742373.97,-553308.04,319452.55,6742373.97,638905.09,-0.00
79.50,6742026.78,-556778.46,321456.20,6742026.78,642912.39,-0.00
80.00,6741677.42,-560248.71,323459.74,6741677.42,646919.48,-0.00
80.50,6741325.91,-563718.77,325463.18,6741325.91,650926.37,-0.00
81.00,6740972.23,-567188.65,327466.52,6740972.23,654933.04,-0.00
81.50,6740616.39,-570658.35,329469.75,6740616.39,658939.51,-0.00
82.00,6740258.39,-574127.87,331472.88,6740258.39,662945.76,-0.00
82.50,6739898.23,-577597.20,333475.90,6739898.23,666951.80,-0.00
83.00,6739535.91,-581066.35,335478.81,6739535.91,670957.63,-0.00
83.50,6739171.42,-584535.31,337481.62,6739171.42,674963.24,-0.00
84.00,6738804.78,-588004.09,339484.32,6738804.78,678968.63,-0.00
84.50,6738435.97,-591472.67,341486.91,6738435.97,682973.81,-0.00
85.00,6738065.00,-594941.07,343489.39,6738065.00,686978.77,-0.00
85.50,6737691.87,-598409.27,345491.75,6737691.87,690983.51,-0.00
86.00,6737316.59,-601877.29,347494.01,6737316.59,694988.03,-0.00
86.50,6736939.14,-605345.11,349496.16,6736939.14,698992.32,-0.00
87.00,6736559.53,-608812.73,351498.20,6736559.53,702996.39,-0.00
87.50,6736177.76,-612280.16,353500.12,6736177.76,707000.24,-0.00
88.00,6735793.83,-615747.40,355501.93,6735793.83,711003.85,-0.00
88.50,6735407.74,-619214.44,357503.62,6735407.74,715007.24,-0.00
89.00,6735019.49,-622681.28,359505.20,6735019.49,719010.40,-0.00
89.50,6734629.09,-626147.91,361506.67,6734629.09,723013.33,-0.00
90.00,6734236.52,-629614.35,363508.02,6734236.52,727016.03,-0.00
90.50,6733841.79,-633080.59,365509.25,6733841.79,731018.50,-0.00
91.00,6733444.91,-636546.62,367510.36,6733444.91,735020.73,-0.00
91.50,6733045.87,-640012.45,369511.36,6733045.87,739022.72,-0.00
92.00,6732644.67,-643478.08,371512.24,6732644.67,743024.48,-0.00
92.50,6732241.31,-646943.50,373513.00,6732241.31,747026.00,-0.00
93.00,6731835.79,-650408.71,375513.64,6731835.79,751027.28,-0.00
93.50,6731428.11,-653873.71,377514.16,6731428.11,755028.32,-0.00
94.00,6731018.28,-657338.50,379514.56,6731018.28,759029.12,-0.00
94.50,6730606.29,-660803.08,381514.84,6730606.29,763029.68,-0.00
95.00,6730192.14,-664267.45,383514.99,6730192.14,767029.99,-0.00
95.50,6729775.83,-667731.61,385515.02,6729775.83,771030.05,-0.00
96.00,6729357.37,-671195.55,387514.93,6729357.37,775029.87,-0.00
96.50,6728936.75,-674659.28,389514.72,6728936.75,779029.43,-0.00
97.00,6728513.97,-678122.79,391514.38,6728513.97,783028.75,-0.00
97.50,6728089.04,-681586.09,393513.91,6728089.04,787027.82,-0.00
98.00,6727661.95,-685049.16,395513.32,6727661.95,791026.64,-0.00
98.50,6727232.70,-688512.02,397512.60,6727232.70,795025.20,-0.00
99.00,6726801.30,-691974.65,399511.75,6726801.30,799023.51,-0.00
99.50,6726367.74,-695437.07,401510.78,6726367.74,803021.56,-0.00
100.00,6725932.02,-698899.26,403509.68,6725932.02,807019.35,-0.00
100.50,6725494.15,-702361.23,405508.44,6725494.15,811016.89,-0.00
101.00,6725054.13,-705822.97,407507.08,6725054.13,815014.16,-0.00
101.50,6724611.95,-709284.48,409505.59,6724611.95,819011.18,-0.00
102.00,6724167.61,-712745.77,411503.96,6724167.61,823007.93,-0.00
102.50,6723721.12,-716206.83,413502.21,6723721.12,827004.42,-0.00
103.00,6723272.47,-719667.66,415500.32,6723272.47,831000.64,-0.00
103.50,6722821.67,-723128.26,417498.30,6722821.67,834996.59,-0.00
104.00,6722368.72,-726588.63,419496.14,6722368.72,838992.28,-0.00
104.50,6721913.61,-730048.77,421493.85,6721913.61,842987.70,-0.00
105.00,6721456.35,-733508.67,423491.43,6721456.35,846982.85,-0.00
105.50,6720996.93,-736968.33,425488.87,6720996.93,850977.73,-0.00
106.00,6720535.36,-740427.76,427486.17,6720535.36,854972.34,-0.00
106.50,6720071.64,-743886.96,429483.33,6720071.64,858966.67,-0.00
107.00,6719605.77,-747345.91,431480.36,6719605.77,862960.73,-0.00
107.50,6719137.74,-750804.63,433477.25,6719137.74,866954.51,-0.00
108.00,6718667.56,-754263.10,435474.00,6718667.56,870948.01,-0.00
108.50,6718195.22,-757721.33,437470.62,6718195.22,874941.23,-0.00
109.00,6717720.73,-761179.32,439467.09,6717720.73,878934.18,-0.00
109.50,6717244.10,-764637.07,441463.42,6717244.10,882926.84,-0.00
110.00,6716765.31,-768094.57,443459.61,6716765.31,886919.22,-0.00
110.50,6716284.36,-771551.83,445455.66,6716284.36,890911.31,-0.00
111.00,6715801.27,-775008.84,447451.56,6715801.27,894903.12,-0.00
111.50,6715316.02,-778465.60,449447.32,6715316.02,898894.64,-0.00
112.00,6714828.63,-781922.11,451442.94,6714828.63,902885.88,-0.00
112.50,6714339.08,-785378.37,453438.41,6714339.08,906876.82,-0.00
113.00,6713847.38,-788834.37,455433.74,6713847.38,910867.48,-0.00
113.50,6713353.53,-792290.13,457428.92,6713353.53,914857.84,-0.00
114.00,6712857.53,-795745.63,459423.96,6712857.53,918847.91,-0.00
114.50,6712359.38,-799200.88,461418.84,6712359.38,922837.69,-0.00
115.00,6711859.08,-802655.87,463413.58,6711859.08,926827.17,-0.00
115.50,6711356.63,-806110.60,465408.17,6711356.63,930816.35,-0.00
116.00,6710852.03,-809565.08,467402.62,6710852.03,934805.23,-0.00
116.50,6710345.29,-813019.30,469396.91,6710345.29,938793.82,-0.00
117.00,6709836.39,-816473.25,471391.05,6709836.39,942782.10,-0.00
117.50,6709325.34,-819926.95,473385.04,6709325.34,946770.09,-0.00
118.00,6708812.15,-823380.38,475378.88,6708812.15,950757.77,-0.00
118.50,6708296.80,-826833.55,477372.57,6708296.80,954745.14,-0.00
119.00,6707779.31,-830286.45,479366.11,6707779.31,958732.21,-0.00
119.50,6707259.67,-833739.09,481359.49,6707259.67,962718.98,-0.00
120.00,6706737.88,-837191.46,483352.71,6706737.88,966705.43,-0.00
120.50,6706213.95,-840643.56,485345.79,6706213.95,970691.57,-0.00
121.00,6705687.86,-844095.40,487338.70,6705687.86,974677.41,-0.00
121.50,6705159.63,-847546.96,489331.47,6705159.63,978662.93,-0.00
122.00,6704629.26,-850998.25,491324.07,6704629.26,982648.14,-0.00
122.50,6704096.73,-854449.27,493316.52,6704096.73,986633.03,-0.00
123.00,6703562.06,-857900.02,495308.81,6703562.06,990617.61,-0.00
123.50,6703025.25,-861350.49,497300.94,6703025.25,994601.87,-0.00
124.00,6702486.28,-864800.68,499292.91,6702486.28,998585.81,-0.00
124.50,6701945.18,-868250.60,501284.72,6701945.18,1002569.44,-0.00
125.00,6701401.92,-871700.24,503276.37,6701401.92,1006552.74,-0.00
125.50,6700856.52,-875149.60,505267.86,6700856.52,1010535.72,-0.00
126.00,6700308.98,-878598.68,507259.19,6700308.98,1014518.37,-0.00
126.50,6699759.29,-882047.48,509250.35,6699759.29,1018500.70,-0.00
127.00,6699207.45,-885496.00,511241.35,6699207.45,1022482.71,-0.00
127.50,6698653.47,-888944.24,513232.19,6698653.47,1026464.39,-0.00
128.00,6698097.35,-892392.18,515222.87,6698097.35,1030445.74,-0.00
128.50,6697539.08,-895839.85,517213.38,6697539.08,1034426.76,-0.00
129.00,6696978.67,-899287.23,519203.72,6696978.67,1038407.44,-0.00
129.50,6696416.11,-902734.32,521193.90,6696416.11,1042387.80,-0.00
130.00,6695851.41,-906181.12,523183.91,6695851.41,1046367.82,-0.00
130.50,6695284.57,-909627.63,525173.75,6695284.57,1050347.51,-0.00
131.00,6694715.59,-913073.84,527163.43,6694715.59,1054326.86,-0.00
131.50,6694144.46,-916519.77,529152.94,6694144.46,1058305.87,-0.00
132.00,6693571.19,-919965.41,531142.27,6693571.19,1062284.55,-0.00
132.50,6692995.78,-923410.74,533131.44,6692995.78,1066262.88,-0.00
133.00,6692418.23,-926855.79,535120.44,6692418.23,1070240.88,-0.00
133.50,6691838.53,-930300.53,537109.26,6691838.53,1074218.53,-0.00
134.00,6691256.69,-933744.98,539097.92,6691256.69,1078195.84,-0.00
134.50,6690672.71,-937189.13,541086.40,6690672.71,1082172.80,-0.00
135.00,6690086.60,-940632.99,543074.71,6690086.60,1086149.41,-0.00
135.50,6689498.34,-944076.53,545062.84,6689498.34,1090125.68,-0.00
136.00,6688907.93,-947519.78,547050.80,6688907.93,1094101.60,-0.00
136.50,6688315.39,-950962.73,549038.59,6688315.39,1098077.17,-0.00
137.00,6687720.71,-954405.37,551026.20,6687720.71,1102052.39,-0.00
137.50,6687123.89,-957847.70,553013.63,6687123.89,1106027.26,-0.00
138.00,6686524.93,-961289.73,555000.88,6686524.93,1110001.77,-0.00
138.50,6685923.83,-964731.45,556987.96,6685923.83,1113975.93,-0.00
139.00,6685320.59,-968172.86,558974.86,6685320.59,1117949.73,-0.00
139.50,6684715.22,-971613.96,560961.58,6684715.22,1121923.17,-0.00
140.00,6684107.70,-975054.76,562948.13,6684107.70,1125896.25,-0.00
140.50,6683498.05,-978495.24,564934.49,6683498.05,1129868.98,-0.00
141.00,6682886.25,-981935.40,566920.67,6682886.25,1133841.34,-0.00
141.50,6682272.32,-985375.25,568906.67,6682272.32,1137813.34,-0.00
142.00,6681656.26,-988814.79,570892.49,6681656.26,1141784.97,-0.00
142.50,6681038.05,-992254.01,572878.12,6681038.05,1145756.24,-0.00
143.00,6680417.71,-995692.92,574863.57,6680417.71,1149727.15,-0.00
143.50,6679795.23,-999131.50,576848.84,6679795.23,1153697.68,-0.00
144.00,6679170.61,-1002569.77,578833.92,6679170.61,1157667.85,-0.00
144.50,6678543.86,-1006007.71,580818.82,6678543.86,1161637.65,-0.00
145.00,6677914.98,-1009445.33,582803.54,6677914.98,1165607.07,-0.00
145.50,6677283.95,-1012882.63,584788.06,6677283.95,1169576.12,-0.00
146.00,6676650.79,-1016319.61,586772.40,6676650.79,1173544.80,-0.00
146.50,6676015.50,-1019756.26,588756.55,6676015.50,1177513.10,-0.00
147.00,6675378.07,-1023192.59,590740.52,6675378.07,1181481.03,-0.00
147.50,6674738.51,-1026628.58,592724.29,6674738.51,1185448.58,-0.00
148.00,6674096.81,-1030064.25,594707.87,6674096.81,1189415.75,-0.00
148.50,6673452.98,-1033499.59,596691.27,6673452.98,1193382.54,-0.00
149.00,6672807.01,-1036934.60,598674.47,6672807.01,1197348.95,-0.00
149.50,6672158.91,-1040369.28,600657.49,6672158.91,1201314.97,-0.00
150.00,6671508.68,-1043803.63,602640.31,6671508.68,1205280.61,-0.00
150.50,6670856.31,-1047237.64,604622.93,6670856.31,1209245.87,-0.00
151.00,6670201.81,-1050671.32,606605.37,6670201.81,1213210.74,-0.00
151.50,6669545.18,-1054104.66,608587.61,6669545.18,1217175.22,-0.00
152.00,6668886.42,-1057537.66,610569.65,6668886.42,1221139.31,-0.00
152.50,6668225.52,-1060970.33,612551.50,6668225.52,1225103.01,-0.00
153.00,6667562.49,-1064402.65,614533.16,6667562.49,1229066.32,-0.00
153.50,6666897.33,-1067834.64,616514.62,6666897.33,1233029.24,-0.00
154.00,6666230.04,-1071266.29,618495.88,6666230.04,1236991.76,-0.00
154.50,6665560.62,-1074697.59,620476.94,6665560.62,1240953.89,-0.00
155.00,6664889.07,-1078128.55,622457.81,6664889.07,1244915.62,-0.00
155.50,6664215.39,-1081559.16,624438.47,6664215.39,1248876.95,-0.00
156.00,6663539.58,-1084989.43,626418.94,6663539.58,1252837.88,-0.00
156.50,6662861.63,-1088419.35,628399.21,6662861.63,1256798.41,-0.00
157.00,6662181.56,-1091848.93,630379.27,6662181.56,1260758.55,-0.00
157.50,6661499.36,-1095278.15,632359.14,6661499.36,1264718.27,-0.00
158.00,6660815.03,-1098707.03,634338.80,6660815.03,1268677.60,-0.00
158.50,6660128.57,-1102135.55,636318.26,6660128.57,1272636.52,-0.00
159.00,6659439.99,-1105563.73,638297.51,6659439.99,1276595.03,-0.00
159.50,6658749.27,-1108991.54,640276.57,6658749.27,1280553.13,-0.00
160.00,6658056.43,-1112419.01,642255.41,6658056.43,1284510.83,-0.00
160.50,6657361.46,-1115846.12,644234.06,6657361.46,1288468.11,-0.00
161.00,6656664.36,-1119272.87,646212.49,6656664.36,1292424.98,-0.00
161.50,6655965.14,-1122699.26,648190.72,6655965.14,1296381.44,-0.00
162.00,6655263.79,-1126125.30,650168.74,6655263.79,1300337.49,-0.00
162.50,6654560.31,-1129550.98,652146.56,6654560.31,1304293.12,-0.00
163.00,6653854.70,-1132976.29,654124.17,6653854.70,1308248.33,-0.00
163.50,6653146.97,-1136401.24,656101.56,6653146.97,1312203.13,-0.00
164.00,6652437.12,-1139825.83,658078.75,6652437.12,1316157.50,-0.00
164.50,6651725.14,-1143250.06,660055.73,6651725.14,1320111.46,-0.00
165.00,6651011.03,-1146673.92,662032.50,6651011.03,1324064.99,-0.00
165.50,6650294.80,-1150097.42,664009.05,6650294.80,1328018.10,-0.00
166.00,6649576.45,-1153520.54,665985.40,6649576.45,1331970.79,-0.00
166.50,6648855.97,-1156943.30,667961.53,6648855.97,1335923.05,-0.00
167.00,6648133.37,-1160365.69,669937.44,6648133.37,1339874.89,-0.00
167.50,6647408.64,-1163787.71,671913.15,6647408.64,1343826.29,-0.00
168.00,6646681.79,-1167209.36,673888.64,6646681.79,1347777.27,-0.00
168.50,6645952.82,-1170630.63,675863.91,6645952.82,1351727.82,-0.00
169.00,6645221.73,-1174051.53,677838.97,6645221.73,1355677.93,-0.00
169.50,6644488.51,-1177472.05,679813.81,6644488.51,1359627.62,-0.00
170.00,6643753.17,-1180892.20,681788.43,6643753.17,1363576.86,-0.00
170.50,6643015.71,-1184311.98,683762.84,6643015.71,1367525.68,-0.00
171.00,6642276.13,-1187731.37,685737.03,6642276.13,1371474.05,-0.00
171.50,6641534.43,-1191150.38,687710.99,6641534.43,1375421.99,-0.00
172.00,6640790.61,-1194569.02,689684.74,6640790.61,1379369.49,-0.00
172.50,6640044.66,-1197987.27,691658.27,6640044.66,1383316.55,-0.00
173.00,6639296.60,-1201405.14,693631.58,6639296.60,1387263.16,-0.00
173.50,6638546.41,-1204822.63,695604.67,6638546.41,1391209.34,-0.00
174.00,6637794.11,-1208239.73,697577.53,6637794.11,1395155.07,-0.00
174.50,6637039.69,-1211656.45,699550.18,6637039.69,1399100.35,-0.00
175.00,6636283.15,-1215072.78,701522.59,6636283.15,1403045.19,-0.00
175.50,6635524.49,-1218488.72,703494.79,6635524.49,1406989.58,-0.00
176.00,6634763.71,-1221904.27,705466.76,6634763.71,1410933.52,-0.00
176.50,6634000.81,-1225319.43,707438.50,6634000.81,1414877.01,-0.00
177.00,6633235.80,-1228734.20,709410.02,6633235.80,1418820.05,-0.00
177.50,6632468.67,-1232148.58,711381.32,6632468.67,1422762.63,-0.00
178.00,6631699.42,-1235562.57,713352.38,6631699.42,1426704.76,-0.00
178.50,6630928.06,-1238976.16,715323.22,6630928.06,1430646.44,-0.00
179.00,6630154.58,-1242389.36,717293.83,6630154.58,1434587.66,-0.00
179.50,6629378.98,-1245802.15,719264.21,6629378.98,1438528.42,-0.00
180.00,6628601.27,-1249214.56,721234.36,6628601.27,1442468.72,-0.00
180.50,6627821.44,-1252626.56,723204.28,6627821.44,1446408.56,-0.00
181.00,6627039.49,-1256038.16,725173.97,6627039.49,1450347.94,-0.00
181.50,6626255.44,-1259449.37,727143.43,6626255.44,1454286.86,-0.00
182.00,6625469.26,-1262860.17,729112.66,6625469.26,1458225.31,-0.00
182.50,6624680.98,-1266270.56,731081.65,6624680.98,1462163.30,-0.00
183.00,6623890.58,-1269680.56,733050.41,6623890.58,1466100.82,-0.00
183.50,6623098.06,-1273090.15,735018.94,6623098.06,1470037.88,-0.00
184.00,6622303.43,-1276499.33,736987.23,6622303.43,1473974.46,-0.00
184.50,6621506.69,-1279908.10,738955.29,6621506.69,1477910.58,-0.00
185.00,6620707.84,-1283316.47,740923.11,6620707.84,1481846.22,-0.00
